Date;crédits/dépôts;cours/valeur banques;rentabilité capitaux propres;rentabilité actifs;actifs bancaires consolidés;actifs des GSIB;inflation;Balance budgétaire Fr;Solde des transactions courantes Fr;CAC total return index;Eurostoxx total return index;CAC index;Eurostoxx Index;CAC financier;CAC biens consommation;CAC pétrole/gaz;Levier bancaire
01/11/2009;NA;NA;NA;NA;NA;NA;0.5;NA;NA;7108.94;794.46;3752.73;2843.77;712.37;933.13;809.81;NA
01/11/2010;NA;NA;NA;NA;NA;NA;1.8;NA;NA;7531.26;818.25;3818.37;2809.64;640.5;1190.81;774.17;NA
01/11/2011;NA;NA;NA;NA;NA;NA;2.7;NA;NA;6230.19;682.72;3033;2239.58;391.29;1139.33;734.35;NA
01/11/2012;NA;NA;NA;NA;NA;NA;1.6;NA;NA;7437.65;806.23;3461.48;2513.98;516.3;1319.11;784.41;NA
01/11/2013;NA;NA;NA;NA;NA;NA;0.8;NA;NA;9517.51;1019.22;4279.88;3055.98;720.89;1574.18;873.4;NA
01/11/2014;NA;NA;NA;NA;NA;NA;0.4;NA;NA;9793.33;1080.48;4261.01;3126.15;729.67;1604.34;877.65;NA
01/11/2015;NA;NA;NA;NA;NA;NA;0.1;NA;NA;11644.88;1229.04;4910.28;3439.57;852.08;2101.32;843.59;NA
01/11/2016;NA;NA;NA;NA;NA;NA;0.7;NA;NA;11092.62;1124.66;4504.29;3026.4;789.79;2067.85;805.21;NA
01/11/2017;NA;NA;NA;NA;NA;NA;1.2;NA;NA;13719.5;1383.37;5397.97;3601.43;968.18;2707.36;867.79;NA
01/11/2018;NA;NA;NA;NA;NA;NA;2.2;NA;NA;13213.53;1267.48;5035.08;3186.4;798.15;2693;896.07;NA
01/11/2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01/12/2000;NA;NA;NA;NA;NA;NA;1.8;NA;NA;NA;NA;NA;NA;809.34;899.84;704.95;NA
01/12/2001;NA;NA;NA;NA;NA;NA;1.5;NA;NA;6639;790.98;4524.42;3707.37;686.68;714.53;701.92;NA
01/12/2002;NA;NA;NA;NA;NA;NA;2.2;NA;NA;4713.57;543.35;3126.21;2479.62;555.87;669.82;610.26;NA
01/12/2003;NA;NA;NA;NA;NA;NA;2.4;NA;NA;5429.98;607.06;3488.69;2699.99;667.75;802.71;654.64;NA
01/12/2004;NA;NA;NA;NA;NA;NA;2.2;NA;NA;6126.54;677.92;3796.43;2926;774.38;835.91;753.08;NA
01/12/2005;NA;NA;NA;NA;NA;NA;1.8;NA;NA;7784.72;848.88;4700.57;3547.7;1030.63;1020.37;1017.81;NA
01/12/2006;NA;NA;NA;NA;NA;NA;1.7;NA;NA;9279.18;1005.68;5448.12;4070.02;1282.48;1236.49;1047.7;NA
01/12/2007;NA;NA;NA;NA;NA;NA;2.8;NA;NA;9840.49;1120.5;5619.08;4386.4;1109.63;1340.9;1084.02;NA
01/12/2008;NA;NA;NA;NA;NA;NA;1.2;NA;NA;5817.63;643.8;3192.17;2409.82;504.42;745.43;731.37;NA
01/12/2009;NA;NA;NA;NA;NA;NA;1;NA;NA;7318.62;814.16;3851.85;2907.65;698.63;960.6;834.47;NA
01/12/2010;NA;NA;NA;NA;NA;NA;2;NA;NA;7611.39;824.71;3848.53;2825.58;623.75;1231.48;790.9;NA
01/12/2011;NA;NA;NA;NA;NA;NA;2.7;NA;NA;6368.57;697.36;3091.94;2283.3;400.16;1130.62;761.43;NA
01/12/2012;NA;NA;NA;NA;NA;NA;1.5;NA;NA;7817.91;842.66;3631.78;2625.55;551.32;1383.8;799.21;NA
01/12/2013;NA;NA;NA;NA;NA;NA;0.8;NA;NA;9279.38;1005.39;4161.44;3010.2;718.99;1521.43;842.2;NA
01/12/2014;NA;NA;NA;NA;NA;NA;0.1;NA;NA;9814.42;1094.04;4262.19;3159.77;737.44;1666.41;809.57;NA
01/12/2015;NA;NA;NA;NA;NA;NA;0.3;NA;NA;11081.9;1176.56;4665.66;3288.63;827.8;2007.11;779.67;NA
01/12/2016;NA;NA;NA;NA;NA;NA;0.8;NA;NA;11751.36;1193.4;4764.49;3207.27;856.63;2172.8;872.29;NA
01/12/2017;NA;NA;NA;NA;NA;NA;1.2;NA;NA;13674.99;1370.68;5372.98;3564.66;971.43;2705.47;859.35;NA
01/12/2018;NA;NA;NA;NA;NA;NA;1.9;NA;NA;12616.09;1217.95;4798.21;3057.84;728.23;2603.96;849.1;NA
01/12/2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
